time,x,y,speed
0.0,0.0,0.0,0.0
0.00411522633744856,0.0052122820318381,0.0,0.04457050243111832
0.00823045267489712,0.01658453373768154,0.0,0.09724473257698542
0.01234567901234568,0.037244124336616835,0.0,0.17666126418152353
0.01646090534979424,0.06501137225170339,0.0,0.2374392220421394
0.020576131687242802,0.0994124336618647,0.0,0.2941653160453809
0.020576131687242802,0.0,0.0,0.0
0.02469135802469136,0.14319560272933884,0.0,0.373581847649919
0.02469135802469136,0.005970432145559812,0.0,0.051053484602917344
0.02880658436213992,0.1952236542835486,0.0,0.4448946515397083
0.02880658436213992,0.01876421531462924,0.0,0.11021069692058348
0.03292181069958848,0.25312736921910073,0.0,0.4959481361426256
0.03292181069958848,0.04112964366944283,0.0,0.19043760129659645
0.03703703703703704,0.31738059135708596,0.0,0.5494327390599676
0.03703703703703704,0.07069749810462156,0.0,0.2528363047001621
0.041152263374485604,0.3890257771038641,0.0,0.6118314424635333
0.041152263374485604,0.10699393479908892,0.0,0.3111831442463533
0.041152263374485604,0.0,0.0,0.0
0.04526748971193416,0.4688210765731604,0.0,0.6823338735818476
0.04526748971193416,0.15257771038665524,0.0,0.3897893030794165
0.04526748971193416,0.005307050796055535,0.0,0.0453808752025932
0.04938271604938272,0.55657695223654,0.0,0.7504051863857374
0.04938271604938272,0.20432145564821624,0.0,0.44246353322528365
0.04938271604938272,0.019901440485213584,0.0,0.12479740680713129
0.05349794238683128,0.6513457164518535,0.0,0.8103727714748785
0.05349794238683128,0.26412054586808154,0.0,0.5113452188006483
0.05349794238683128,0.04094010614101151,0.0,0.17990275526742303
0.05761316872427984,0.7512319939347982,0.0,0.853322528363047
0.05761316872427984,0.32951099317664756,0.0,0.5591572123176661
0.05761316872427984,0.06728582259287208,0.0,0.2252836304700162
0.0617283950617284,0.8586050037907498,0.0,0.9189627228525121
0.0617283950617284,0.40181956027293,0.0,0.6183144246353323
0.0617283950617284,0.10197119029567503,0.0,0.29659643435980554
0.0617283950617284,0.0,0.0,0.0
0.06584362139917696,0.9754548900682316,0.0,0.9983792544570503
0.06584362139917696,0.4821834723275167,0.0,0.6871961102106969
0.06584362139917696,0.14253222137983457,0.0,0.346839546191248
0.06584362139917696,0.008718726307805014,0.0,0.07455429497568883
0.06995884773662552,0.5718347232752059,0.0,0.7666126418152351
0.06995884773662552,0.18934799090219556,0.0,0.40032414910859
0.06995884773662552,0.025398028809703987,0.0,0.14181523500810372
0.07407407407407408,0.6702994692949176,0.0,0.8427876823338736
0.07407407407407408,0.2449772554965861,0.0,0.47568881685575365
0.07407407407407408,0.049469294920392315,0.0,0.20664505672609398
0.07818930041152264,0.7737869598180396,0.0,0.8841166936790924
0.07818930041152264,0.3088514025777087,0.0,0.5461912479740682
0.07818930041152264,0.08206974981046145,0.0,0.2787682333873582
0.07818930041152264,0.0,0.0,0.0
